CompanyId,PostalCode
6099251379,BH23 2BD
6099266331,BH23 6NX
6097670324,BH23 7AR
6767433397,BH24 1AG
6099230308,BH24 1AH
6097667863,BH24 2BT
6099230269,BH24 2QB
7143260163,BH242QE
6099245356,BH4 9BT
6099269764,BH5 2HZ
6099299204,BH7 6NA
6099271585,BH8 8AY
6099236281,BH8 8BE
6097667865,BH9 1AN
6099277408,BH9 2AX
6099299341,BL1 2HQ
6099282445,BL2 2BN
6099263049,BL2 6BD
6099280170,BL3 2SA
6099271740,BL3 2SA
6099299406,BL3 6AY
7143280420,BL3 6SZ
6099266386,BL4 0EH
6097670740,BL4 7BA
6099266568,BL4 7LJ
7143280438,BL4 7QX
6099271452,BL4 9EB
6099282710,BL4 9LN
6099279422,BL5 1AF
6097667910,BL5 1EU
6097687846,BL5 2AZ
7143211949,BL5 2BX
6099277471,BL6 4BP
6099308632,BL6 6JA
6099270956,BL7 9DX
6099289701,BL8 2AL
6099282251,BL8 2AL
6099279931,BL8 2NW
6099268986,BL8 2NW
6099230301,BL9 5BP
6099274513,BL9 5BR
6099248435,BL9 5EG
7143280440,BL9 6AQ
7143265907,BL9 6AS
6099279383,BL9 7HR
6099308898,BL9 7HR
6099262543,BL9 8JN
6099292760,BL9 8JN
7143232363,BL9 9NB
6099292951,BL9 9NB
6099227399,BN1 8SB
6099267114,BN10 7ET
6099282588,BN10 8BB
6097670480,BN10 8QT
6099282856,BN11 1UG
6099270007,BN11 2AS
6099292502,BN14 8LF
6099271719,BN15 8RA
6099302688,BN15 8UF
6099269019,BN16 2RB
7143260164,BN180BF
6099261604,BN2 1PF
6099292297,BN2 4AF
6099262857,BN21 4LJ
6099279894,BN24 6HN
7143199417,BN3 3TW
6099262785,BN3 5QJ
6099261798,BN3 5QL
6099296182,BN3 7BD
6097670176,BN41 1TA
6099267135,BN41 1YH
7763832466,BN41 1YH
6097667251,BN43 6LA
6099251089,BN5 9BD
7143178152,BN6 8JA
6099261526,BN6 8TY
7709263368,BN6 9HS
6099248493,BN6 9HS
6671968405,BN6 9HS
6097687412,BN6 9LE
6099269515,BN6 9LE
7143663667,BN8 4EH
6099230266,BN8 5QF
6099262844,BR1 2BQ
6099275059,BR1 4PP
7143166997,BR2 6DD
6099271342,BR2 6DQ
6099299240,BR2 7BA
6099305831,BR2 9AP
6099266215,BR3 5NT
6099311951,BR6 8PQ
6099312052,BS10 5EL
6099311891,BS10 7RT
6097667118,BS11 9BY
6099289977,BS13 8AE
6097636637,BS137AB
6099245434,BS15 1AJ
6099261862,BS15 1AT
6099263089,BS15 1AX
6099269502,BS15 1BD
6099269763,BS15 1JE
6099296181,BS15 4AJ
7143249779,BS15 4HA
6895717248,BS15 4RQ
6099289628,BS15 8PD
7143157031,BS16 3AE
6099227418,BS16 3JA
6097687453,BS16 5BU
7143199494,BS16 5HQ
6099269735,BS2 0QS
6099299634,BS20 6PR
6099251493,BS21 6AW
7143157040,BS21 6TH
6099302440,BS22 8NA
7143242638,BS22 9LF
6099245370,BS23 3PZ
6099311510,BS23 3YH
7143119973,BS23 3YS
6099302547,BS24 7BE
6099308623,BS24 9AA
6099311775,BS25 5SA
7143242633,BS26 2TT
6099266613,BS27 3EJ
6099233188,BS29 6HT
6099262842,BS3 1HF
6099233291,BS3 2AW
6099269730,BS3 2EB
6099292456,BS3 2HA
6099263136,BS3 2NW
6099245657,BS3 3PN
6099233153,BS3 4AG
6099305764,BS3 5RU
6099269524,BS3 5RU
6099250850,BS30 5TR
6099276673,BS30 6NX
6099250781,BS30 9DE
6099290280,BS31 2BQ
6099277115,BS32 4AQ
7143199413,BS35 1NH
6099280050,BS35 1QH
6099302761,BS35 2EF
6099266375,BS35 4AU
6524206654,BS36 1RY
7143300251,BS37 4BW
6099283048,BS37 6AS
6099305476,BS37 6LH
7143265914,BS37 6LX
6099302564,BS37 6QG
6099266353,BS4 3AX
6099230467,BS4 3EU
6097667884,BS4 5AD
6097687355,BS4 5NL
6099277394,BS40 5TG
6099277476,BS45LR
6099230485,BS48 1EH
6099311473,BS48 1SD
6097666863,BS48 2QZ
6099232930,BS481JJ
6099233350,BS5 2YB
6099245398,BS5 6SA
6099311487,BS5 7LU
6099274918,BS5 7SA
6099227247,BS5 8HG
6099274544,BS5 8JU
6099277369,BS5 8LW
6097667733,BS5 9JR
6099290239,BS7 8NR
6099261281,BS8 2RS
6099250812,BS9 4SP
6099230387,BT1 6PJ
6099280150,BT11 9FS
6099289916,BT12 5EG
6099289782,BT12 6HR
6099277059,BT12 6LR
6097667727,BT13 3BH
6099289635,BT19 7QY
6099311763,BT2 8FE
6099248394,BT2 8LA
6099280012,BT20 3AS
6099233351,BT22 2JA
6099268976,BT23 7EU
6610579989,BT29 4JL
6099282466,BT29 4YY
6097687393,BT32 3AR
6099267088,BT34 5AA
6099271297,BT35 9RJ
6099267096,BT36 4BB
6099269209,BT36 5RY
6099302715,BT37 0AA
6097687423,BT37 0ST
6956549507,BT38 8BT
6099276633,BT38 8RL
6099235963,BT39 0AS
6099263394,BT41 3LX
6099290018,BT41 4DX
6099227264,BT42 3DW
6099282233,BT43 5PY
6097667656,BT43 6QD
7143166994,BT44 8DW
6099251734,BT44 8SD
6099271184,BT45 7BQ
6099279971,BT45 8ES
7143280427,BT47 2SX
6099269152,BT48 8QH
6099296126,BT5 5AH
6942498111,BT51 4JD
6099292446,BT52 1SF
6289386904,BT52 1UD
6929229958,BT522NL
6099305600,BT53 6PR
6099269974,BT6 8AW
6099302465,BT62 3SB
6099305609,BT63 5NN
6099282705,BT66 6DN
6099274648,BT66 7BG
7143265913,BT71 4HG
6099276683,BT78 4JZ
6099280019,BT78 4TW
7478835276,BT80 8JE
6099269492,BT81 7SR
6099276687,BT82 0RJ
6099277057,BT82 8EL
6099277137,BT9 6AF
6099274825,BT92 2DL
6099280005,BT94 3DF
6099236142,CA14 4JH
6099248520,CA2 4HU
6099251092,CA288UU
6099302528,CA3 0EU
6099282489,CA3 0JF
6099279668,CA4 8BP
6097687354,CB10 2ET
7143280429,CB11 3SP
6099261344,CB2 9NE
7143232367,CB21 4XN
6099289714,CB24 8RL
6099312050,CB5 8RY
7143119971,CB6 2LF
6099280031,Cb6 2QD
6099305518,CF0 0AG
6099282238,CF10 5BH
6099292491,CF10 5BH
6097669926,CF10 5FE
6099302737,CF11 8AQ
6099302408,CF11 8AQ
6099289374,CF11 8DH
6097687296,CF11 8DL
6099269208,CF11 8DL
6099230290,CF11 8EQ
6099250735,CF11 8JF
6099280141,CF11 8TN
6097636883,CF11 8UU
6099277461,CF14 1DL
6097667124,CF14 1DL
6099302467,CF14 3JS
6099280286,CF14 6NY
6099271602,CF24 3BN
6097636998,CF24 5SD
6099292711,CF3 2UU
6099233087,CF31 1TZ
6099282451,CF31 3TP
6097636780,CF32 9LW
6099283010,CF33 4RB
6099276949,CF35 6DR
6097667629,CF35 6PG
6099305777,CF40 2SX
6099266852,CF41 7LU
6099299238,CF44 8BJ
6097687377,CF46 6PE
6099266583,CF48 1RP
6099251792,CF5 1JG
6099251313,CF5 5NJ
6099292593,CF5 5PH
6099305394,CF62 8AG
6099302550,CF63 1FE
6099251637,CF63 2QW
6099277333,CF63 2QW
6099305540,CF64 1JJ
6099292722,CF72 8PN
6097670712,CF72 9EE
6631926676,CF72 9FQ
6631908139,CF72 9NR
6099308889,CF81 9AD
6099283088,CF82 8AU
6099277328,CF83 3HQ
6099262534,CF83 3HQ
6097687213,CF83 3HQ
6097667715,CF83 3HU
6099305385,CF83 3HU
6099305644,CF83 3HU
6099250826,CF83 3RY
6632197223,CH1 4LT
6099261282,CH1 4LT
6099271581,CH1 6BS
6097667671,CH1 6LJ
6099289748,CH2 4LD
6099279437,CH2 4RG
6099271701,CH3 5NE
6097667250,CH3 9DR
6099302656,CH3 9DS
7793922487,CH4 9RF
6099269755,CH41 1AT
6097687330,CH41 8DT
6099267074,CH42 0HD
6099292957,CH43 1UG
6099280433,CH43 6TF
6097667335,CH45 1HF
6099250799,CH46 6HZ
6099277186,CH47 4FB
6097687309,CH5 2RA
6099274138,CH5 2RA
6099233124,CH5 2TB
6097670409,CH5 2TE
6099305781,CH5 2TE
6099245581,CH5 3BS
6099312135,CH5 3LZ
6099269478,CH5 3LZ
6099282842,CH60 3SE
6099251101,CH60 5RJ
6099289708,CH63 1JB
6097687338,CH64 3RB
6099274508,CH66 9PD
7143244824,ch89hj
6099235954,CM1 2RD
6097687301,CM1 3 EH
6099292808,CM1 3EH
6099282321,CM1 3NS
7143157036,CM1 4LP
6099261746,CM11 2SF
6097670188,CM11 2YG
6099263392,CM11 2YG
6099276866,CM13QJ
7143184727,CM14 4SU
6099262986,CM14 5NB
6099267157,CM14 5NB
6097687198,CM14 5TG
6099271010,CM15 0TX
6099274286,CM15 0XB
7143296529,CM16 4EL
6099277650,CM16 6QB
6099248307,CM16 7PE
7143249781,CM17 0NS
6099292853,CM17 0PF
6099271063,CM17 9DZ
6099227471,CM17 9HP
6099292301,CM2 6ND
6099302697,CM2 7SY
6099262983,CM2 7TD
6099279460,CM2 8BY
6099276906,CM2 8LA
6099308566,CM2 9QP
6099274052,CM20 2EG
6631863200,CM20 2JD
6099276714,CM21 0ND
6099290410,CM21 0ND
6099262858,CM22 6PF
6099289652,CM23 2BT
6097667447,CM23 3JG
7143173183,CM3 6HP
6099261306,CM3 6SE
6099266925,CM5 9DZ
6099299688,CM5 9NW
6099263367,CM5 9PP
6099266929,CM7 2RT
6099233069,CM7 4LT
6099236253,CM7 9TX
6099266728,CM77 8GA
6099280018,CM8 3DR
6099233315,CM9 4BE
6099266422,CM9 4LJ
6099292518,CM9 4LT
6097667333,CM9 6UZ
7143248649,CM9 8LZ
6099266951,CM9 8RJ
6099245200,CO1 2LY
6099274834,CO10 2TJ
6099245188,CO10 7JL
6099274923,CO10 9PJ
7143238950,CO11 1RE
6099279923,CO13 0LY
6099282549,CO15 3AX
6099271715,CO16 8HE
6099271456,CO2 8HA
7143274122,CO2 8HR
7143663677,CO2 8JX
6099269938,CO2 8JY
6099282969,CO4 0QF
6896562182,CO4 5NE
6099250966,CO4 9TB
6099233143,CO5 0LX
6097667000,CO6 1RL
6099296305,CO6 3QH
6099266350,CO6 3TJ
6099271494,CO7 7DJ
6099274606,CO7 7PP
6099311921,CO7 8JA
6099266835,CO7 8LG
6099269040,CO7 8LG
7143206048,CO9 1EX
6099263308,CO9 4JZ
6725573501,CR0 2BP
6099296278,CR0 2RJ
6099227258,CR0 3AA
6099308724,CR0 3AB
6099289414,CR0 3EU
6097667697,CR0 3EU
6099282839,CR0 4NG
6097667363,CR0 4NH
6099292981,CR0 4RF
6099283034,CR0 4RL
6099232890,CR0 4RR
6099302406,CR0 4TD
6099251111,CR2 6EQ
6099266890,CR4 2AD
6099262748,CR4 4BJ
6099266905,CR6 9EJ
6099261799,CR8 3QL
6099233092,CT1 1YY
7143150129,CT1 3RA
6099277104,CT10 2NR
6099250784,CT10 2UR
6099251506,CT17 0RT
6099308703,CT19 4DG
6099292836,CT2 7EL
6099266398,CT21 4ND
6099274257,CT3 4JD
6099296328,CT4 8DX
6099311711,CT6 7LQ
6099233059,CV1 2JT
6099271199,CV10 0HL
6097670485,CV11 4JB
6099279493,CV11 4JB
6099263389,CV12 0NL
6099232940,CV12 9LQ
7143173169,CV13 6BW
6099261339,CV21 1NZ
6099269679,CV22 6RA
6097670006,CV3 1ND
6099308702,CV3 2AX
6099280405,CV3 2JF
6099261725,CV3 4EX
6099230251,CV31 1HP
6099290001,CV31 1XS
6099308647,CV32 5QB
6099262979,CV33 9JW
6097670417,CV34 4LJ
6099261319,CV34 5HQ
6099308552,CV34 6AT
6099245416,CV34 6RT
6099308851,CV35 0AE
6099277581,CV35 0AE
6621718596,CV35 0DB
6099230208,CV35 0JA
6099311501,CV35 9JB
6099296134,CV37 0PT
6099292784,CV37 7LD
6099261765,CV5 8GB
6097667337,CV5 9BU
7143150137,CV5 9QJ
6099292432,CV6 2JJ
6099233365,CV6 4AB
6099251281,CV6 5BN
6099269447,CV6 5RB
6099227398,CV6 6AW
6099248268,CV7 7LL
6099282699,CV7 8AD
6099308671,CV7 8JJ
6099251615,CV7 9EL
6097667181,CV7 9NH
6099289868,CV7 9NW
6099292737,CV7 9RF
7143259442,CV83EL
6099274022,CW1 3BG
6099292494,CW1 6DN
6099251069,CW1 6GU
6099271431,CW1 6XH
6097670169,CW11 3PU
7143280430,CW11 4TN
6099289783,CW12 1DT
6099266955,CW12 3AA
6099274887,CW121JR
6097687563,CW2 5PX
6099250785,CW2 7RA
6097687367,CW2 7RL
6099262737,CW2 7RW
6750301969,CW2 8UF
6099282434,CW4 7ET
7143173188,CW4 7ET
6099262563,CW4 8NN
6099233382,CW5 6PQ
6099233343,CW5 7HA
6099261314,CW5 8EB
7143296533,CW6 9EN
6099280238,CW8 3HQ
6099271432,CW8 4DB
6097670432,CW8 4DB
6707271545,CW8 4TQ
6099271544,CW9 5JJ
6955075443,CW9 5LH
6099292776,CW9 7NA
6099276824,CW9 7NE
6099305741,CW9 7SF
6099277422,CW9 7UD
6099296144,D17 W653
6099269688,DA1 2LD
6099267102,DA1 3DY
7143178159,DA11 0HF
6099292942,DA11 9AW
6099274915,DA11 9DT
6099271317,DA11 9NA
6099279889,DA11 9PH
6099271455,DA12 2DN
6099251116,DA13 0AG
6099296266,DA13 9JQ
6099296257,DA14 4QQ
6097670538,DA14 5EP
6099282729,DA14 5EP
6099268995,DA14 5HN
6097636893,DA15 9NP
6099277092,DA15 9PT
6099279451,DA16 1QN
6099274037,DA16 1TQ
6099266952,DA16 3AQ
6099230288,DA16 3DP
6099266441,DA16 3DP
6099266911,DA2 6Ax
6099266206,DA2 6AX
6099289496,DA2 6BH
6099292302,DA2 6EF
6099299455,DA2 6SL
6097670221,DA2 7JR
6099312138,DA3 7QA
6097667742,DA5 1NG
6099305634,DA7 4LL
6099269720,DA7 4QU
6099275080,Da8 3LT
6099266602,DA8 3PP
7143663665,DD11 4RL
6099245160,DD5 1AN
7143259200,DD5 2ER
6099263093,DD5 4JN
6099289506,DD6 9JY
6099266334,DD7 7QU
6099312230,DD8 3EQ
6099312223,DD9 6AY
7143119974,DD9 6JP
6099245618,DD9 7TG
6099282606,DE1 1BT
6099282544,DE1 1LT
6099274067,DE1 2ET
6559777126,DE1 2QD
6097670159,DE11 9QG
6097667159,DE12 6JD
6099262996,DE12 7EJ
6099302475,DE12 7PQ
6099248191,DE14 1DW
6099275031,DE14 1EN
6099283093,DE14 1QT
6099245473,DE14 1SB
6099276894,DE14 2AW
6099290033,DE14 2DA
6097667203,DE14 3JZ
7143232365,DE15 9TJ
7352011678,DE21 4RY
6099308397,DE21 6AP
6099290177,DE21 7FH
6099279793,DE21 7NP
7143244826,DE217NP
6099251583,DE22 3AZ
7479040440,DE22 3LN
6099263242,DE22 3SX
6099277347,DE23 6QJ
7346523571,DE23 8FZ
7335547704,DE24 8LZ
6097670265,DE24 8QA
6099232907,DE24 8QP
7143206042,DE24 9GL
6099276660,DE3 0BX
6099269034,DE5 4JX
6099308601,DE5 8JN
6326276683,DE5 8LG
6097670456,DE55 2DS
7143280446,DE55 2DY
7143276316,DE55 2DY
6099274595,DE55 2DZ
6099312038,DE55 2FP
7143249780,DE55 4HB
6097670427,DE55 4NE
6099230504,DE55 6HN
6099299639,DE55 7BP
6099308674,DE55 7BU
6099262609,DE56 0NG
6097687821,DE56 2EP
6099271193,DE56 4EL
6097636734,DE56 4FQ
6099271590,DE65 5FE
6099290025,DE65 5FJ
6099230305,DE7 5FH
6099299458,DE7 5HX
6099282315,DE7 5TG
7143192835,DE7 8JF
6097687854,DE7 8JF
6099299434,DE72 3DP
6099266315,DE72 3NB
6097667083,DE73 7HH
6099251610,DE73 8GJ
6099279439,DE73 8HS
6099266580,DE74 2NL
6099296341,DE74 2NL
6099274679,DE74 2NP
6099289656,DE74 2SR
6097687853,DE75 7AY
6099262851,DE75 7JT
6099280032,DG1 1HD
6099292495,DG1 3AW
6099282616,DG1 3JR
6097667607,DG2 8ER
6099266969,DG7 1AN
6097667852,DG7 1LA
6906518152,DG8 9AB
6099227450,DH1 2XL
6099282998,DH1 5HA
6099296112,DH2 2RR
6097666937,DH4 4AS
6099305514,DH4 5RJ
6099268951,DH5 9JB
6099233088,DH6 2PZ
6099269913,DH6 2QA
6099236011,DH6 2TU
6097667090,DL1 1GL
6097667191,DL1 1TE
6906555179,DL1 2PD
6099227261,DL1 2PD
6097670458,DL1 4DF
6097670560,DL1 4DF
6099266420,DL1 4DF
7163679875,DL1 4WD
7143280428,DL12PD
6099290275,DL14 8QE
6099282581,DL16 6DN
6099233358,DL17 8LD
6099282488,DL2 3AS
6099248057,DL3 0NX
6099248266,DL3 0RP
6099251005,DL7 8DS
6099263321,DN10 4BN
7143211953,DN10 5DY
6099302458,DN14 0QE
7143260074,DN14 7ZL
6099269545,DN15 8AT
6099289864,DN15 8NJ
6097636912,DN15 8NJ
6099269400,DN17 2SX
6099292829,DN17 4DD
6099292570,DN2 4LT
6099266630,DN2 4NL
6099261556,DN20 8HH
6099245664,DN20 8LS
6099292819,DN20 8NP
6099305602,DN21 2AU
7143206045,dn228wq
6099261797,DN3 1QR
6099271007,DN3 3NG
7143231580,DN3 3NU
6099280422,DN31 1UH
6099299484,DN31 2BA
6097687390,DN32 0LW
6099274323,DN32 7BN
6097666992,DN32 9JE
6099274793,DN39 6GB
6099299643,DN4 5EZ
6099251458,DN4 5JP
6099279901,DN4 5JQ
6099289442,DN4 8DE
6099279926,DN41 8EP
6099266870,DN5 7EE
7143132692,DN5 7UT
6099290184,DT11 8ST
6453535588,DT11 9NE
6099282257,DT3 4HG
6099251342,DT3 6ED
6099262774,DT4 9AE
6099266876,DT9 5PH
6099289616,DT9 6QP
6099233117,DT9 6RL
6099266379,DY1 2AB
6099292444,DY1 3AS
6099311949,DY1 3TD
7143173170,DY10 1HT
6099269510,DY10 2JY
6099302742,DY10 4JB
6099236012,DY11 7QL
6099266638,DY11 7XN
7143244825,DY11 7YJ
6099289983,DY11 7YJ
6099271829,DY13 0AX
7143248648,DY13 0TU
6099274039,DY13 9AS
6099233149,DY13 9JY
6099311693,DY14 9DJ
6099233404,DY2 0LY
6099305614,DY2 8PX
6097667748,DY2 8RE
6099311486,DY2 9NT
6099274150,DY2 9PU
6099302675,DY3 2SN
6097636931,DY3 3LA
6099245407,DY4 7AN
6099308844,DY4 8XA
6099312161,DY4 8XP
7143119970,DY5 1JG
6099261623,DY5 1LB
6097687564,DY5 2RP
7143663673,DY5 3JR
6099271216,DY6 0EU
7143260081,DY6 7BD
7143286536,DY6 7HU
6099263399,DY6 7HU
6099282957,DY6 9PD
6099227223,DY8 1JE
6099279517,DY8 3TQ
6099227184,DY8 4BP
6099283213,DY8 5SY
6099250849,DY9 7BU
6099245124,DY9 8HX
6099263042,E10 5FF
6099290185,E11 4PG
6097687336,E12 5JJ
6097667364,E12 6BU
6099266221,E13 0NA
6099279924,E15 1JA
6099274804,E15 4LJ
6099292289,E17 3LX
7143219566,E17 5DY
6099274262,E17 5QY
6099282307,E17 8NH
6099269299,E17 9DS
6097687824,E2 9DY
6099271235,E4 7PX
6099271697,E4 7PX
6099269762,E4 9AB
6099292488,E4 9AB
6099296342,E5 0NP
6099276985,E5 8BS
6099271482,E7 8JF
6097670525,E7 9HY
7143219547,EC1N 8LE
6099277226,EC2 9SS
7286585885,EC2A 4FT
7764292739,EC2R 6AY
6099269277,EC2R 8JR
6099279618,EC3A 8EP
6099289632,EC4A 1BR
6099262853,EC4M 6YJ
6097667397,EH12 5HJ
6097636776,EH12 5JQ
6099251328,EH14 2ER
6099271203,EH15 1ED
6099235922,EH15 1ED
7736716086,EH15 2PA
6099230360,EH15 2QA
6099276850,EH20 9FB
7143232377,EH20 9QX
6099261510,EH21 8DD
6099290252,EH21 8NE
6097687568,EH21 8NE
6099277079,EH22 1AZ
6099274763,EH22 1SH
6099274419,EH22 3AS
7304678173,EH4 6LA
6099269169,EH40 3DW
6097670267,EH48 1NU
7143173171,EH49 7RY
